001,,,
002,929034,758949.12,516675.72
003,,,
004,1334189,1095298.67,760813.72
005,4327228,3485606.23,2248798.45
006,1327044,1061254.7,665179.96
007,,,
008,3114697,2545058.78,1701601.56
009,997574,819477.66,552235.5
